,title,channel,running_time,watch_date,watch_time,category_id,category_title,watched (%),account
59,Machine learning 1 - 1. 오리엔테이션,생활코딩,3:16,2023-03-26,오후 4:00,28,Science & Technology,1.0,woghks.study
60,24살 월 2억5천 찍었습니다. 다 떠먹여 드립니다. 제발 따라해보세요 ( 직장인 퇴근후 월100 더 벌기 / 투잡 / 스마트스토어 / 위탁판매 ),옆집CEO-보통 사람들의 돈 버는 이야기,8:43,2023-03-26,오후 3:57,26,Howto & Style,0.29,woghks.study
61,중국 롤팬들 LPL 안보고 T1 vs KT전 봤다고..?? 프레이부터 마타까지 이번경기 반응 모음.. 롤이슈 붐바야,붐바야,3:31,2023-03-26,오후 3:52,20,Gaming,0.41,woghks.study
62,"데이터 사이언티스트의 하루 | 기본서 추천, 📗데이터 분석가가 반드시 알아야 할 모든 것, 구독자 이벤트",곰사원은 곰대표,7:04,2023-03-26,오후 3:47,22,People & Blogs,1.0,woghks.study
63,"조회수 2000만회..엔비디아 GTC 컨퍼런스 요약 #1..""CEO가 ChatGPT를 52번 언급한 이유""",월텍남 - 월스트리트 테크남,8:11,2023-03-26,오후 1:08,25,News & Politics,0.1,woghks.study
64,"청년 소통한다더니, 쓴소리엔 비공개로 돌린 고용노동부 / SBS 8뉴스",SBS 뉴스,2:15,2023-03-26,오전 9:34,25,News & Politics,1.0,woghks.study
65,디플 기아 vs. 한화생명 | 2경기 매치 하이라이트 | 03.23 | 2023 LCK 플레이오프 1라운드,LCK,56:25,2023-03-26,오전 9:33,20,Gaming,0.15,woghks.study
66,T1 vs. KT | 1경기 매치 하이라이트 | 03.25 | 2023 LCK 플레이오프 2라운드,LCK,1:21:18,2023-03-26,오전 9:30,20,Gaming,0.5,woghks.study
67,"[단독] ""일손 줄이려고 했는데.."" 자영업자 울린 키오스크 / JIBS / 제주 / 2023.02.28",JIBS 뉴스/제주방송,2:22,2023-03-26,오전 9:26,25,News & Politics,1.0,woghks.study
68,국방부 초급 간부 개선안 논란되자.. ''복무기간 단축 검토하겠다'' / OBS 뉴스O,OBS뉴스,2:16,2023-03-26,오전 9:23,25,News & Politics,1.0,woghks.study
69,[경제대기권] 50만 원 대출에 몰린 사람들…언 발에 오줌 누기? [9시 뉴스] / KBS  2023.03.25.,KBS News,7:05,2023-03-26,오전 9:23,25,News & Politics,0.1,woghks.study
70,"그저 ""Big"" | T1 vs. KT 게임5 하이라이트 | 03.25 | 2023 LCK 스프링 플레이오프 2라운드",LCK,17:15,2023-03-25,오후 9:02,20,Gaming,0.1,woghks.study
71,"도이치뱅크 악재 가운데서도 주식 상승하면서 한주 마감! 오늘은 요청 주식 일찍 분석해드립니다. 특징주(TSLA, NVDA, GOOG, MSFT, AMZN, UNH)",미국주식의 모든것 - 미주모,1:21:40,2023-03-25,오후 9:01,22,People & Blogs,0.1,woghks.study
72,[AIFFEL 아이펠톤] 딥러닝을 이용한 음악 생성 방법,모두의연구소,35:04,2023-03-25,오후 6:36,27,Education,0.57,woghks.study
73,지속가능한 AI 커뮤니티를 위한 여정 - 이성배(deep daiv.) I 모두콘 2022,모두의연구소,17:57,2023-03-25,오후 6:36,27,Education,0.1,woghks.study
74,돌풍 데미지 3배로 박히는 밀리오 진,무지개맛 Rainbow Flavor,4:29,2023-03-25,오후 3:46,20,Gaming,0.6,woghks.study
75,대학생이 노가다해서 월 800버는게 가능했던 이유 (ft 고덕 삼성),직업의모든것,9:32,2023-03-25,오후 3:42,24,Entertainment,0.32,woghks.study
76,28살 비전공자의 백엔드 개발자 국비지원교육 커리큘럼에 대한 의견,널널한 개발자 TV,19:15,2023-03-25,오후 3:04,27,Education,0.78,woghks.study
77,Visual Studio 2022에 GitHub Copilot 설치 및 최초 사용,널널한 개발자 TV,17:31,2023-03-25,오후 2:56,27,Education,0.41,woghks.study
78,AI랑 대화 잘 하면 억대 연봉? 프롬프트 엔지니어 만나봤다,SEIZE 씨즈,2:58,2023-03-25,오전 11:00,22,People & Blogs,1.0,woghks.study
79,"[자막뉴스] ""공유 숙박 아니고 불법 숙박이에요""…들고 일어난 사장님들 / KBS 2023.03.25.",KBS News,1:54,2023-03-25,오전 10:58,25,News & Politics,0.34,woghks.study
80,사탄 들린 GPT의 모습으로 확인한 주의사항 2가지,취미로 해킹,12:05,2023-03-25,오전 10:57,28,Science & Technology,0.1,woghks.study
81,AI가 디자인 영역도 정복하나?! 마이크로소프트 디자이너 공개,조코딩 JoCoding,8:16,2023-03-25,오전 10:49,27,Education,1.0,woghks.study
82,이것만 알고 계시면 진짜 다 고쳐집니다. 절대 공개하지 않는 AS센터의 전설의 기술 100% 다 공개합니다.,복구천재 꼬마신발,13:45,2023-03-25,오전 10:48,28,Science & Technology,0.1,woghks.study
83,Copilot X 미쳤냐고..개발자 이제 어떻게 될까요?,프롱트,6:45,2023-03-25,오전 10:42,27,Education,1.0,woghks.study
84,Fly Up!,Various Artists - Topic,3:38,2023-03-24,오후 10:27,10,Music,0.1,woghks.study
85,모두의 AI 학교 : 설립자가 소개하는 아이펠(AIFFEL)만의 장점,모두의연구소,3:55,2023-03-24,오후 5:31,27,Education,0.49,woghks.study
86,데이터 분석가의 현실... 데이터 분석가는 이런 일도 해요🏃‍♂️ [2023 월간 데이터리안 세미나 다시보기],데이터리안 Datarian,8:41,2023-03-24,오후 5:26,27,Education,1.0,woghks.study
87,취준 기간은 짧으면 짧을수록 좋으니까요 [2023 월간 데이터리안 세미나 다시보기],데이터리안 Datarian,13:51,2023-03-24,오후 5:17,27,Education,1.0,woghks.study
88,"🎥자존감 높이는 노래, 영화 OST 팝송 모음 PLAYLIST",H녀,34:42,2023-03-24,오전 9:44,10,Music,0.1,woghks.study
89,"Better Mood 🍃 기분이 좋아지는 노래, 산뜻하고 행복한 노래 [ 𝒑𝒍𝒂𝒚𝒍𝒊𝒔𝒕 _ 𝑴𝒆𝒊𝒊 재생 목록]",Meii 재생 목록,11:54:59,2023-03-24,오전 9:44,22,People & Blogs,0.1,woghks.study
90,매일 컴퓨터에 집중할 수 있도록 도와주는 음악 | 3 hour lofi hiphop mix / lofi coding/ study / work,Lofi 코딩,3:40:56,2023-03-24,오전 9:44,10,Music,0.1,woghks.study
91,무작정 이직 준비 하기보다는 이렇게 먼저 시작해보세요! [2023 월간 데이터리안 세미나 다시보기],데이터리안 Datarian,10:33,2023-03-24,오전 8:54,27,Education,0.1,woghks.study
92,"실리콘밸리 개발자로 10년, 사업 망하고 우버를 몰다가 깨달은 인생 법칙 | Ceeya 박기상",EO 이오,13:27,2023-03-23,오후 11:42,27,Education,1.0,woghks.study
93,"""종전선언은""…핫라인 가동, 진짜였다 / SBS / 모아보는 뉴스",SBS 뉴스,7:25,2023-03-23,오후 11:41,25,News & Politics,0.2,woghks.study
94,인생 꼬이는 20대 특,픽고 PICKGO,8:45,2023-03-23,오후 11:40,24,Entertainment,0.23,woghks.study
95,그냥 퇴사부터 하면 안될까 (feat. 1~3년 차),퇴사한 이형,11:43,2023-03-23,오후 11:31,26,Howto & Style,1.0,woghks.study
96,합격하는 면접 준비 방법,면접왕 이형,1:43:20,2023-03-23,오후 9:44,26,Howto & Style,0.68,woghks.study
97,[장비털기] 도서관 책을 죄다 스캔하면 해버려 | 책 안찢고 200페이지 10분만에 스캔 | 시저 샤인 울트라 북스캐너 | 사용법,맨케이브카일 • Man Cave KYLE,15:21,2023-03-23,오후 9:36,22,People & Blogs,0.4,woghks.study
98,결혼한 지 1년도 안 돼 숨진 동생…남편은 슬퍼하지도 않았다 / JTBC 사건반장,JTBC News,13:58,2023-03-23,오후 9:35,25,News & Politics,0.1,woghks.study
99,나에게 맞는 직업 고르는 방법,정승제사생팬,3:04,2023-03-23,오후 9:34,27,Education,0.2,woghks.study
100,"원나라의 침공에서 베트남을 구한 불세출의 명장, 쩐흥다오",슈카월드,17:16,2023-03-23,오후 9:31,23,Comedy,0.16,woghks.study
101,리얼 면접 상황 | 면접 보기 전 꼭 해보세요,면접왕 이형,16:23,2023-03-23,오후 9:28,26,Howto & Style,1.0,woghks.study
102,[대본 없는 시트콤] 경영권 전쟁3:검찰청 사람들 1부,권혁수 감성,19:01,2023-03-23,오후 9:22,24,Entertainment,0.42,woghks.study
103,빚이 1억만 되어도 갚기 힘듭니다,회생파산연구소 이서영변호사,10:15,2023-03-23,오후 9:20,27,Education,0.1,woghks.study
104,[모니터🖥️ EP. 29] YTN X 용팔이 훈련소 ｜용산전자상가에 역대급 용팔이가 왔다고?? 😡😡,왓슈 WHTSSUE,40:57,2023-03-23,오후 9:20,22,People & Blogs,0.1,woghks.study
105,"대환장 4060, 4060 TI 루머와, 네탁 돌연사 7000번대 APU 등이 디아블로 4 메테오처럼 쏟아지네요 | 용팔이 훈련소",용팔이 훈련소,8:57,2023-03-23,오후 9:19,28,Science & Technology,1.0,woghks.study
106,데이터분석가 취업 멘토링 | 질문 Q&A | 취업 준비,거친코딩,10:20,2023-03-23,오후 4:59,22,People & Blogs,1.0,woghks.study
107,프로젝트발표(3/9). 거시 경제를 통한 시장 국면 예측 분석,SKplanet Tacademy,25:00,2023-03-23,오후 4:56,27,Education,0.1,woghks.study
108,[자막뉴스] 미용실과 병원 사이에...'이게 왜 여기 있지?' 두눈을 의심했다 / KBS  2023.03.06.,KBS News,1:45,2023-03-23,오후 3:09,25,News & Politics,1.0,woghks.study
109,롤 운영 이해하는 건 1분도 안 걸림,웅뇨,0:48,2023-03-23,오후 2:55,20,Gaming,1.0,woghks.study
110,면접관이 알려주는 면접에서 취준생이 많이 하는 실수,면접왕 이형,8:29,2023-03-23,오후 2:53,26,Howto & Style,1.0,woghks.study
111,지금부터라도 롤을 하기 전에 꼭 확인해야할 것,양순옥의 과학교실,1:38,2023-03-23,오후 2:50,20,Gaming,1.0,woghks.study
112,"[자막뉴스] 한 달 치 월급 받고 '권고사직', 가구 1위 한샘의 배신 / YTN", YTN,3:15,2023-03-23,오전 9:43,25,News & Politics,0.31,woghks.study
113,미스 포츈의 궁극기 대미지가 음수가 되면 생기는 일 ㅋㅋ,양순옥의 과학교실,1:32,2023-03-23,오전 9:41,20,Gaming,1.0,woghks.study
114,디지몬 극장판 명장면,ᄉᄉ,4:03,2023-03-23,오전 9:37,22,People & Blogs,1.0,woghks.study
115,디지몬어드벤처 Power Up,펭수,3:01,2023-03-23,오전 9:36,22,People & Blogs,0.1,woghks.study
116,파워 디지몬 날 지켜줘 (한국어 풀버전 EDIT),PRIF,4:16,2023-03-23,오전 9:20,10,Music,1.0,woghks.study
117,10만 원대 미니PC로 롤(게임)이 되네요..? 가성비 미쳐버린 비링크 Mini S12 Pro 리뷰 (+할인 정보),집연구소 HomeLabs,15:10,2023-03-23,오전 8:52,28,Science & Technology,0.79,woghks.study
118,“콘센트 막았어요”…무인카페 전기료 부담 쑥 | 뉴스A,채널A 뉴스,1:43,2023-03-23,오전 8:49,25,News & Politics,1.0,woghks.study
119,[#티전드] '매력적인 남녀'만 갖고 있는 OO❓ 연인에게 사랑받기 위해서 '나'부터 먼저 들여다보세요✨ | #어쩌다어른,tvN D ENT,1:59:26,2023-03-23,오전 8:49,24,Entertainment,0.1,woghks.study
120,논란 종결. OLED에 반사 방지 안 된다고?,ColorScale,25:54,2023-03-23,오전 8:48,28,Science & Technology,0.1,woghks.study
121,[#유퀴즈] 참치캔 속 기름의 숨겨진 비밀🐟 우리의 생각보다 훨~씬 공수가 많이 들어가는 통조림 1캔!,디글 클래식 :Diggle Classic,55:20,2023-03-22,오후 9:36,24,Entertainment,0.11,woghks.study
122,"AI 끝판왕 GPT4 등장, 노동의 종말이 오는 걸까",소수몽키,20:13,2023-03-22,오후 9:16,27,Education,1.0,woghks.study
123,"""전설로만 전해오던 페이커의 그 챔프"" 페이커 피즈 | 롤 하이라이트 LCK T1",롤토커 loltalker,14:52,2023-03-22,오후 9:15,20,Gaming,0.1,woghks.study
124,자격만 되면 '즉시 지급' 신청 폭주…하루 만에 2주치 꽉 찼다 / SBS 8뉴스,SBS 뉴스,2:16,2023-03-22,오후 9:13,25,News & Politics,0.1,woghks.study
125,Mr. 𝟙eague 𝟘f legends | T1 vs. 농심 게임2 하이라이트 | 03.19 | 2023 LCK 스프링 스플릿,LCK,7:48,2023-03-22,오후 9:04,20,Gaming,1.0,woghks.study
126,메이플 💸20주년 게임은 망해도 캐시 아이템은 팔겠습니다💸,오징93,8:38,2023-03-22,오후 8:55,20,Gaming,1.0,woghks.study
127,"""尹 정부, MZ 잘못 이해""...뿔난 청년들의 일침 / YTN", YTN,2:37,2023-03-22,오후 8:51,25,News & Politics,1.0,woghks.study
128,메가샌드 | KT vs. 리브 샌박 게임2 하이라이트 | 03.22 | 2023 LCK 스프링 플레이오프 1라운드,LCK,8:02,2023-03-22,오후 8:49,20,Gaming,0.12,woghks.study
129,대게 쎈 대게사장 | KT vs. 리브 샌박 게임3 하이라이트 | 03.22 | 2023 LCK 스프링 플레이오프 1라운드,LCK,7:55,2023-03-22,오후 8:41,20,Gaming,1.0,woghks.study
130,"23.03.22 단퐁회 전 스펙업 강화, 재획비만들고 단퐁회 모임",글자네 YouTube,6:24:24,2023-03-22,오후 8:40,20,Gaming,0.0,woghks.study
131,20대 중반에 인생 숙제를 끝내면 어떤 기분일까?,1994 일구구사,7:01,2023-03-22,오후 5:53,22,People & Blogs,0.1,woghks.study
132,심각한 군 초급간부 기피.. 간담회에서 드러난 군의 진정성 / OBS 뉴스O,OBS뉴스,2:11,2023-03-22,오후 5:14,25,News & Politics,1.0,woghks.study
133,핵 게이트는 그저 시작일 뿐. 메이플은 왜 변하지 않을까?,펭귄몬스터,11:18,2023-03-22,오후 5:13,20,Gaming,0.1,woghks.study
134,인생 꼬이는 20대 특,픽고 PICKGO,8:45,2023-03-22,오후 5:06,24,Entertainment,1.0,woghks.study
135,Preview: Real World College Math | Study Hall,Study Hall ,3:25,2023-03-21,오후 9:20,27,Education,0.11,woghks.study
136,롤 파크 내부 세계 최초 공개(?)🎊| vlog,윤수빈의 숩inLOVE,17:33,2023-03-21,오후 8:28,22,People & Blogs,0.73,woghks.study
137,비전공자도 데이터분석가 되는 방법 3가지 알려드릴게요 (feat 대기업 현직자),메타코드M,4:59,2023-03-21,오후 8:25,27,Education,1.0,woghks.study
138,[MODUPOP | 글로벌 MLOps 트렌드와 한국형 MLOps 전략 ],모두의연구소,1:30:05,2023-03-21,오후 8:25,27,Education,0.0,woghks.study
139,전세계에서 용을 가장 빠르게 처치한 사람들 ㅋㅋㅋㅋ,양순옥의 과학교실,2:10,2023-03-21,오후 8:23,20,Gaming,1.0,woghks.study
140,넥뿌 | 디알엑스 vs. KT 게임2 하이라이트 | 03.19 | 2023 LCK 스프링 스플릿,LCK,7:05,2023-03-21,오후 4:27,20,Gaming,0.68,woghks.study
141,2023 LCK 스프링 플레이오프 예고,LCK,0:44,2023-03-21,오후 4:26,20,Gaming,1.0,woghks.study
142,소각장 멈추자 거리에 900톤 쌓였다…'쓰레기 대란' 현실화 / JTBC 뉴스룸,JTBC News,2:33,2023-03-21,오후 4:21,25,News & Politics,1.0,woghks.study
143,DK vs NS | 2023 LCK CL 스프링 스플릿,LCK CL,5:08:10,2023-03-20,오후 6:36,20,Gaming,0.0,woghks.study
144,어제 대회에서도 나왔던 전령 가장 안전하게 먹는 법 ㄷㄷ,양순옥의 과학교실,1:53,2023-03-20,오후 6:34,20,Gaming,1.0,woghks.study
145,도파가,레고77,18:25,2023-03-20,오후 4:11,20,Gaming,0.1,woghks.study
146,"""아직 젊기 때문에 시간 충분하다""...10주년 소감 밝힌 페이커 [배성웅-'페이커' 이상혁] (2023 LCK 스프링 스플릿 T1 vs. 농심) / 이포커스 게임",이포커스 게임,3:27,2023-03-20,오후 4:08,20,Gaming,1.0,woghks.study
147,T1전 완패 당한후 넋이 나간 콜미와 바이탈..플옵에서 담원 혼내주고 싶다는 구마유시 ㅋㅋT1이 고를 플옵 상대는?!,아리tv-롤정보통,3:25,2023-03-20,오후 4:06,20,Gaming,1.0,woghks.study
148,베이가 성대모사하는 제카와 선수들 공개처형하는 LCK ㅋㅋㅋ,롤규,2:30,2023-03-20,오후 4:04,20,Gaming,1.0,woghks.study
149,이런 회사는 절대 가지 마세요 (스타트업 편),면접왕 이형,15:31,2023-03-20,오후 3:48,26,Howto & Style,1.0,woghks.study
150,"38살, 연봉1억 중소기업 퇴사 후 깨달은 것 (feat. 28살 대기업 퇴사 비교)",인생의지름길 쇼컷,8:11,2023-03-20,오후 3:27,26,Howto & Style,0.1,woghks.study
151,처음으로 인터뷰 도중 울먹인 라스칼..구마유시와 데이트썰푼 피터와 10주년 선물 인증한 페이커 ㅋㅋㅋ,아리tv-롤정보통,3:50,2023-03-20,오후 3:24,20,Gaming,0.32,woghks.study
152,"체스처럼 즐기는 턴제 전략 RPG, 마스터 오브 나이츠 플레이",중년게이머 긴실장,3:55:28,2023-03-20,오전 6:23,20,Gaming,0.14,woghks.study
153,[풀버전] 핵보다 더 큰일 아냐? 메이플 클라 변조 사건 총정리,중년게이머 김실장,2:14:44,2023-03-20,오전 3:51,20,Gaming,0.0,woghks.study
154,메이플 💣디렉터가 서비스 종료각을 쳐버린 20년짜리 게임💣,오징93,8:58,2023-03-20,오전 3:41,20,Gaming,1.0,woghks.study
155,비에고가 리메이크 아우솔로 변신하면 생기는 버그들 ㅋㅋ,양순옥의 과학교실,2:35,2023-03-19,오후 7:35,20,Gaming,1.0,woghks.study
156,"[부산 ①] 연봉 얼마 받으세요? | 직무,연차별 현실 연봉⑦ 부산 녹산공단",캐치TV,4:04,2023-03-19,오후 7:23,27,Education,0.1,woghks.study
157,[리브팜] 스타트업 회사의 어마어마한 혜택! vlog #vlog #스타트업 #salad #샐러드 #먹방 #salad,리브팜,1:00,2023-03-18,오후 3:31,22,People & Blogs,1.0,woghks.study
158,[토크ON세미나] 캐글(Kaggle) 대회 & EDA 1강 - 캐글 및 대회 이해 | T아카데미,SKplanet Tacademy,42:42,2023-03-18,오후 2:41,27,Education,0.13,woghks.study
159,프로젝트발표(4/2). 전기차 충전소 최적 입지 제안,SKplanet Tacademy,26:34,2023-03-18,오후 2:40,27,Education,0.1,woghks.study
160,ASAC_1기_데이터분석가_프로젝트발표회),SKplanet Tacademy,3:21:01,2023-03-18,오후 2:06,27,Education,0.1,woghks.study
161,[AIFFEL 아이펠톤] AI를 활용한 작물 병해 진단,모두의연구소,31:20,2023-03-18,오후 2:03,27,Education,0.29,woghks.study
162,AI 비전공자로서 커뮤니티를 통해 성장하는 이야기 - 조상현 I 커뮤니티를 묻다,모두의연구소,4:32,2023-03-18,오후 2:02,27,Education,1.0,woghks.study
