,title,channel,running_time,watch_date,watch_time,category_id,category_title,watched (%),account
41,현직 통역사의 영어회화 1:1과외 자료를 책으로 만나실 수 있어요!,갱미몬,7:51,2023-03-27,오전 12:25,22,People & Blogs,1.0,kjaehw0207
42,"[영어공부혼자하기] ""다이어트 중이야"" 기초패턴 1탄 | 해커스톡 영어회화 10분의 기적 기초패턴으로 말하기 생활영어 영어기초공부",해커스톡 기초영어회화 공식 유튜브,9:59,2023-03-27,오전 12:24,27,Education,0.1,kjaehw0207
43,5 Tips for Better Trackitecture | RollerCoaster Tycoon 2,Flyxxpy,2:30,2023-03-27,오전 12:21,20,Gaming,1.0,kjaehw0207
44,성인영어회화 과외 노하우 및 팁방출,갱미몬,9:25,2023-03-27,오전 12:20,22,People & Blogs,0.33,kjaehw0207
45,아이펠(AIFFEL) 졸업 후기,모두의연구소,6:35,2023-03-26,오후 10:25,27,Education,0.1,kjaehw0207
46,취업? 비전공자? 수업방식?  아이펠(AIFFEL) 교장쌤이 직접 답해드립니다.,모두의연구소,4:06,2023-03-26,오후 10:21,24,Entertainment,1.0,kjaehw0207
47,모두의 AI 학교 : 설립자가 소개하는 아이펠(AIFFEL)만의 장점,모두의연구소,3:55,2023-03-26,오후 10:17,27,Education,0.1,kjaehw0207
48,AI교육 더이상 서울까지 안가도 돼! AI 온라인 교육 아이펠(AIFEEL),모두의연구소,0:27,2023-03-26,오후 10:17,27,Education,1.0,kjaehw0207
49,"Digimon Adventure OST #42 - Achiki, Etemon!",OSTDigimon,0:11,2023-03-26,오후 9:54,10,Music,0.1,kjaehw0207
50,Digimon Adventure OST #25 - Brave Heart (TV Size),OSTDigimon,2:07,2023-03-26,오후 9:54,10,Music,1.0,kjaehw0207
51,Digimon Adventure OST #4 - Adventurer ~Taichi no Theme~,OSTDigimon,2:40,2023-03-26,오후 9:53,10,Music,0.1,kjaehw0207
52,Digimon Adventure OST #3 - Subtitle,OSTDigimon,0:13,2023-03-26,오후 9:53,10,Music,1.0,kjaehw0207
53,Digimon Adventure OST #2 - Avant,OSTDigimon,0:33,2023-03-26,오후 9:53,10,Music,1.0,kjaehw0207
54,Digimon Adventure 02 OST #45 - Brave Heart (TV Size Instrumental),OSTDigimon,2:05,2023-03-26,오후 9:52,10,Music,1.0,kjaehw0207
55,Digimon Adventure 02 OST #46 - Beat Hit! (TV Size),OSTDigimon,2:21,2023-03-26,오후 9:52,10,Music,0.1,kjaehw0207
56,Digimon Adventure 02 OST #47 - Yogiru Fuan,OSTDigimon,1:39,2023-03-26,오후 9:52,10,Music,0.1,kjaehw0207
57,Digimon Adventure 02 OST #48 - Seijaku,OSTDigimon,2:01,2023-03-26,오후 9:51,10,Music,0.1,kjaehw0207
58,Digimon Adventure 02 OST #51 - Itsumo Itsudemo (TV Size),OSTDigimon,1:25,2023-03-26,오후 9:51,10,Music,0.1,kjaehw0207
59,Digimon Adventure 02 OST #50 - Sorosoro Yuuhan da ne,OSTDigimon,1:31,2023-03-26,오후 9:51,10,Music,0.1,kjaehw0207
60,Digimon Adventure 02 (Movie 1) OST #23 - Asobi Dougu,OSTDigimon,1:12,2023-03-26,오후 9:51,10,Music,1.0,kjaehw0207
61,Digimon Adventure 02 OST #17 - Break Up! (TV Size),OSTDigimon,2:00,2023-03-26,오후 9:50,10,Music,1.0,kjaehw0207
62,Digimon Adventure 02 OST #4 - Adventure Heart ~Daisuke no Theme~,OSTDigimon,2:06,2023-03-26,오후 9:50,10,Music,1.0,kjaehw0207
63,Digimon Adventure 02 OST #3 - Subtitle 02,OSTDigimon,0:13,2023-03-26,오후 9:50,10,Music,1.0,kjaehw0207
64,Digimon Adventure 02 OST #2 - Avant 02,OSTDigimon,0:36,2023-03-26,오후 9:49,10,Music,1.0,kjaehw0207
65,Digimon Adventure 02 OST #1 - Target ~Akai Shougeki~ (TV Size),OSTDigimon,1:34,2023-03-26,오후 9:48,10,Music,1.0,kjaehw0207
66,꼬마몬 진화 #shorts,펭수,0:05,2023-03-26,오후 9:47,1,Film & Animation,1.0,kjaehw0207
67,어니몬 진화 #shorts,펭수,0:06,2023-03-26,오후 9:47,22,People & Blogs,1.0,kjaehw0207
68,모티몬 진화 #shorts,펭수,0:06,2023-03-26,오후 9:47,22,People & Blogs,1.0,kjaehw0207
69,추추몬 진화 #shorts,펭수,0:32,2023-03-26,오후 9:46,1,Film & Animation,1.0,kjaehw0207
70,울퉁몬 진화 #shorts,펭수,0:21,2023-03-26,오후 9:45,1,Film & Animation,1.0,kjaehw0207
71,미나토 4대 호카게 취임식,hama,2:04,2023-03-26,오후 9:43,22,People & Blogs,1.0,kjaehw0207
72,무조건 퇴사해야 성공하는 사람들의 12가지 특징ㅣ1조 부자 김승호 회장ㅣ사장학개론ㅣ스노우폭스북스ㅣ동기부여학과,동기부여학과 : 매일 듣는 성공 마인드 셋,8:34,2023-03-26,오후 9:42,27,Education,0.1,kjaehw0207
73,"대기업 퇴사 6개월차, 30대에 백수되면.. 이런 현실을 마주하게 됩니다",커밍쏜_퇴사 후 이야기,7:58,2023-03-26,오후 9:27,22,People & Blogs,1.0,kjaehw0207
74,🔥T1 KT 플옵 리뷰 + 페이커 최초 5점 만점!? (선수 평점 최초 도입)🔥,[꿀템TV] 클템 유튜브,1:13:33,2023-03-26,오후 2:31,20,Gaming,0.0,kjaehw0207
75,시비르 정글,노루,15:02,2023-03-26,오후 2:16,20,Gaming,1.0,kjaehw0207
76,나루토&사스케 vs. 오오츠츠키 모모시키 [보루 토],洗う,10:22,2023-03-26,오후 2:09,22,People & Blogs,1.0,kjaehw0207
77,"와룡 폴른 다이너스티 한글판 보스전, 위쳐 ""시리"" 출격!!(XSX)",라미월드,9:26,2023-03-26,오후 2:07,20,Gaming,0.76,kjaehw0207
78,"[4K]플레이 하며 내 눈을 의심했다!! 2023년 '닌텐도 스위치' 포함 모든 플랫폼으로 출시 했지만 차세대 버전이 진짜다 ""아우터월드 스페이서스 초이스 에디션""",라미월드,30:00,2023-03-26,오후 2:07,20,Gaming,0.1,kjaehw0207
79,디아블로4 리뷰 리얼100%!! 점점 깊이 빠져드는 오픈월드 헬스케어 갓겜의 탄생,라미월드,8:20,2023-03-26,오후 2:05,20,Gaming,0.14,kjaehw0207
80,"[소녀세계] 사전예약 TVC 지호지방시 / 60""ver.",소녀세계,1:05,2023-03-26,오후 2:03,22,People & Blogs,1.0,kjaehw0207
81,[대똥꼬쇼] 씹덕들도 거르는 씹덕겜. '소녀세계' 제가 대신 해보겠습니다.,모아요,13:55,2023-03-26,오후 1:58,20,Gaming,0.57,kjaehw0207
82,디지몬 극장판 오프닝,dl2094,1:34,2023-03-26,오후 1:56,10,Music,1.0,kjaehw0207
83,RCT Minutes #5: Castle Food Court | OpenRCT2,Flyxxpy,5:47,2023-03-26,오후 1:54,20,Gaming,1.0,kjaehw0207
84,5 Tips for Making Better Buildings | RollerCoaster Tycoon 2,Flyxxpy,2:25,2023-03-26,오후 1:48,20,Gaming,1.0,kjaehw0207
85,잡초 제이스,PAKA,22:56,2023-03-26,오후 1:35,20,Gaming,0.61,kjaehw0207
86,ONLY ROLLERCOASTERS! - Gravity Gardens Playthrough - RollerCoaster Tycoon 2,Azungu,2:20:49,2023-03-26,오후 1:34,20,Gaming,0.53,kjaehw0207
87,Timberline - Wooden Coaster (RCT Classic),w8erbahn,1:00,2023-03-26,오후 1:31,10,Music,1.0,kjaehw0207
88,이제는 놓아주어야 할 우리의 '빽도좌' 엔딩,야옹해 바바 Miaow baba,8:55,2023-03-26,오후 1:22,20,Gaming,1.0,kjaehw0207
89,제 아트록스는 예술입니다.. art록스기때문이죠죄송합니다,박나나,11:10,2023-03-26,오전 10:20,20,Gaming,1.0,kjaehw0207
90,"AI로 코딩, 어디까지 가능한가?",코드깎는노인,1:00,2023-03-26,오전 10:19,28,Science & Technology,1.0,kjaehw0207
91,해조야 계정 고마워 잘 쓸게^^,글자네 YouTube,6:32,2023-03-26,오전 10:11,20,Gaming,0.82,kjaehw0207
92,단퐁회 후발대들의 반란! 팡이형님과 좌충우돌 리부트 노말 스데미 도전ㅋㅋㅋㅋ [메이플],캡틴김수호,10:29,2023-03-26,오전 10:08,20,Gaming,0.29,kjaehw0207
93,디지몬 에볼루션 모두가 운 그장면...(스포주의),누텔라킹,3:02,2023-03-26,오전 3:37,22,People & Blogs,1.0,kjaehw0207
94,디지몬 어드벤처 라스트 에볼루션 : 인연,YouTube Movies,1:34:38,2023-03-26,오전 2:08,30,Movies,0.0,kjaehw0207
95,7반의 유대를 상징한다고 하는 나루토와 사쿠라 이야기,어린악어,28:25,2023-03-26,오전 1:29,1,Film & Animation,0.77,kjaehw0207
96,Digimon Tri - Ophanimon.,CharlesAlexSR,1:38,2023-03-26,오전 1:27,1,Film & Animation,1.0,kjaehw0207
97,Every Jogress Evolution in Digimon Adventure 02 (Eng Sub),Monster With A Bowtie,1:05,2023-03-26,오전 1:27,22,People & Blogs,1.0,kjaehw0207
98,V- mon All Evolutions Japanese,jdumas92,3:10,2023-03-26,오전 1:24,24,Entertainment,1.0,kjaehw0207
99,映画『デジモンアドベンチャー02 THE BEGINNING』 特報,東映アニメーション公式YouTubeチャンネル,0:31,2023-03-26,오전 1:23,1,Film & Animation,1.0,kjaehw0207
100,Digimon 02 Evolution Theme - Break Up!,Shine Dwanne,4:09,2023-03-26,오전 1:19,10,Music,1.0,kjaehw0207
101,파닥몬 캡슐진화 (희망) #shorts,펭수,0:31,2023-03-26,오전 1:18,1,Film & Animation,1.0,kjaehw0207
102,탈주닌자의 연애사,어린악어,12:24,2023-03-26,오전 1:04,1,Film & Animation,1.0,kjaehw0207
103,"우추 버프로 이속,주문력 다 미쳐버린 미드럭스[여왕럭스]",여왕럭스,11:21,2023-03-26,오전 12:54,20,Gaming,1.0,kjaehw0207
104,"【디스코】감전 아우솔 ,4용먹은 상대로 역전게임 [여왕럭스][FULL GAME]",여왕럭스,28:04,2023-03-26,오전 12:54,20,Gaming,0.1,kjaehw0207
105,"오랜만에 원신하면서 아야카,신학 대리가차",꽃분,1:11:22,2023-03-26,오전 12:52,24,Entertainment,0.6,kjaehw0207
106,나루토 제 7반 공개!,자막.,0:24,2023-03-26,오전 12:51,22,People & Blogs,1.0,kjaehw0207
107,모두가 깜짝 놀란 페이커 IQ200 플레이 (어..?어..?),롤 페이퍼,1:19,2023-03-26,오전 12:23,20,Gaming,1.0,kjaehw0207
108,"Failed ""Vekoma Boomerang"" Concepts",Smallbuilds,3:32,2023-03-26,오전 12:23,20,Gaming,0.1,kjaehw0207
109,나선환으로 페인 하나를 쓰러뜨리는 코노하마루,Ashura Uchiha,11:54,2023-03-26,오전 12:14,22,People & Blogs,1.0,kjaehw0207
110,보루토더무비 [보루토를 밤새 스토킹하며 기뻐하는 사라다],자막.,0:27,2023-03-26,오전 12:13,22,People & Blogs,1.0,kjaehw0207
111,10초마다 궁극기쓰는 천재 럭스 ㅋㅋㅋㅋ [테스터훈 뉴메타],테스터훈 마이너스,10:16,2023-03-25,오후 8:50,20,Gaming,0.68,kjaehw0207
112,새벽3시에 햄버거먹는사람이 어딧냐구,Do bora,0:13,2023-03-25,오후 8:50,22,People & Blogs,1.0,kjaehw0207
113,풍둔 주둥아리술 3화 - 사스케,어린악어,14:28,2023-03-25,오후 8:48,1,Film & Animation,0.12,kjaehw0207
114,왜 다 나빼고 결혼함????,박나나,8:17,2023-03-25,오후 8:43,20,Gaming,0.54,kjaehw0207
115,"우리들 추억의 마침표, 디지몬의 마지막 이야기 | 결말포함 영화리뷰 | 결말해석 | 디지몬 어드벤처 라스트 에볼루션 : 인연",신기누설: 영화를 그리다,13:09,2023-03-25,오전 10:33,1,Film & Animation,0.6,kjaehw0207
116,오메가몬의 새로운 모습이 무대를 찢었다 [디지몬 어드벤처 트라이 6장 : 우리들의 미래],애니무비,15:40,2023-03-25,오전 10:23,1,Film & Animation,1.0,kjaehw0207
117,[디지몬] 최초로 선택받은 아이는 누굴까..?,류짱,4:33,2023-03-25,오전 10:23,1,Film & Animation,0.3,kjaehw0207
118,메탈에테몬 VS 피노키몬 (싱크 수정),최윤석유튜브,1:29,2023-03-25,오전 10:23,1,Film & Animation,1.0,kjaehw0207
119,메탈에테몬,더덕 ỉ,1:46,2023-03-25,오전 10:22,22,People & Blogs,0.36,kjaehw0207
120,풍둔 주둥아리술 1화,어린악어,12:14,2023-03-25,오전 10:16,1,Film & Animation,1.0,kjaehw0207
121,아이들이 선택받은 이유,최윤석유튜브,3:45,2023-03-25,오전 10:12,1,Film & Animation,1.0,kjaehw0207
122,무언가를 보고 깜짝 놀란 팔몬,최윤석유튜브,2:17,2023-03-25,오전 10:11,1,Film & Animation,1.0,kjaehw0207
123,파워 디지몬 명장면 (13화 중),묘도인 아스카,3:15,2023-03-25,오전 10:09,22,People & Blogs,1.0,kjaehw0207
124,리키에게 삐진 파닥몬,최윤석유튜브,2:20,2023-03-25,오전 10:07,1,Film & Animation,1.0,kjaehw0207
125,"신성한 고리를 돌려받는 가트몬, 다른 세계에 대한 설명을 해주는 흰수염 도사님",최윤석유튜브,1:30,2023-03-25,오전 10:07,1,Film & Animation,1.0,kjaehw0207
126,가트몬 VS 댕댕이,최윤석유튜브,0:15,2023-03-25,오전 10:05,1,Film & Animation,1.0,kjaehw0207
127,가트몬을 찾아온 위자몬의 영혼 [파워디지몬],mable kim,3:16,2023-03-25,오전 10:02,22,People & Blogs,1.0,kjaehw0207
128,기억을 되찾은 가트몬,최윤석유튜브,1:24,2023-03-25,오전 10:01,1,Film & Animation,0.1,kjaehw0207
129,"가트몬 VS 그레이몬, 가루몬, 캅테리몬, 니드몬, 원뿔몬",최윤석유튜브,0:47,2023-03-25,오전 10:01,1,Film & Animation,0.1,kjaehw0207
130,[디지몬 프론티어 세계관 정리] 루체몬의 지배를 막으려는 십투사의 처절한 전투 : 1편,엘로아비디오 EloaVideo,8:09,2023-03-25,오전 10:01,1,Film & Animation,1.0,kjaehw0207
131,[디지몬] 당신이 몰랐던 '우정의 캡슐'의 모든 진화체들에 대해 알아보자,엘로아비디오 EloaVideo,10:56,2023-03-25,오전 9:56,1,Film & Animation,0.68,kjaehw0207
132,디지몬어드벤처-53 마지막 전체 진화신,더덕 ỉ,2:44,2023-03-25,오전 9:54,22,People & Blogs,1.0,kjaehw0207
133,파워 디지몬 캡슐진화 장면 모음,해피니클,4:01,2023-03-25,오전 9:53,22,People & Blogs,1.0,kjaehw0207
134,디지몬 어드벤쳐 최종진화!,hg88pro,4:16,2023-03-25,오전 9:52,1,Film & Animation,1.0,kjaehw0207
135,디지몬 테이머즈 진화 [KBS판] [4K 블루레이 60F],Lily,11:22,2023-03-25,오전 9:51,1,Film & Animation,0.1,kjaehw0207
136,디지몬 어드벤처 초 진화 모음,해피니클,4:22,2023-03-25,오전 9:51,22,People & Blogs,0.1,kjaehw0207
137,[파워디지몬] 외국의 선택받은 아이들 총정리 I 신극장판 개봉 전 디지몬어드벤처 복습영상,엘로아비디오 EloaVideo,9:23,2023-03-25,오전 9:48,1,Film & Animation,0.36,kjaehw0207
138,베타몬 진화 #shorts,펭수,0:20,2023-03-25,오전 9:48,1,Film & Animation,0.1,kjaehw0207
139,왜 변신 파워레인저가 된걸까? - 디지몬 프론티어는 어떻게 끝났을까,너하나유,11:17,2023-03-25,오전 1:16,1,Film & Animation,0.84,kjaehw0207
140,신이 되어버린 소년 나루토를 지켜라 I 보루토 최신화 292화 애니리뷰,양기철의 그림자,8:05,2023-03-25,오전 1:06,1,Film & Animation,1.0,kjaehw0207
141,디지몬 시리즈 최강의 개성악역 - 자칭 슈퍼스타 디지몬 에테몬,레무,6:30,2023-03-25,오전 1:00,1,Film & Animation,1.0,kjaehw0207
142,Building a 10x10 Looping Coaster in RCT2 (Time-lapse),Smallbuilds,9:45,2023-03-25,오전 12:57,20,Gaming,0.24,kjaehw0207
143,"Roller Coasters on ""L"" Shaped Plots (RCT2)",Smallbuilds,2:41,2023-03-25,오전 12:56,20,Gaming,0.59,kjaehw0207
144,[아케인] 케이틀린 모음,블래남,8:04,2023-03-25,오전 12:48,20,Gaming,0.69,kjaehw0207
145,[메이플스토리 맑음] 오늘 추가된 긴급 패치내역 스킬 관련 + 중요 변경점 12가지 정리 요약,메이플스토리맑음,2:34,2023-03-25,오전 12:47,20,Gaming,0.34,kjaehw0207
146,신개념 캣타워 벨베스 원딜,박나나,11:58,2023-03-25,오전 12:45,20,Gaming,0.69,kjaehw0207
147,Team F vs. Team D 매치 하이라이트 | SEASON 2023 KICKOFF,LCK,35:05,2023-03-25,오전 12:37,20,Gaming,1.0,kjaehw0207
148,럭스1위 여왕럭스 킬당5000원.!,여왕럭스,7:43:21,2023-03-25,오전 12:35,20,Gaming,0.0,kjaehw0207
149,티모를 건드리면 안 되는 이유;; #shorts,팍플레이Pacplay,0:30,2023-03-25,오전 12:34,20,Gaming,1.0,kjaehw0207
150,"야근, 야근, 야근, 야근, 야근, 병원, 기절",너덜트,5:30,2023-03-24,오후 11:58,23,Comedy,1.0,kjaehw0207
151,파피몬 족보 7분 만에 알아보기 [가루몬 계열],비댕이 beadeng,7:28,2023-03-24,오후 11:58,1,Film & Animation,1.0,kjaehw0207
152,Digimon 02 Opening Theme Song (Japanese),Alfermejio92,4:29,2023-03-24,오후 11:54,1,Film & Animation,1.0,kjaehw0207
153,Digimon 02 Evolution Theme - Break Up!,Shine Dwanne,4:09,2023-03-24,오후 11:51,10,Music,1.0,kjaehw0207
154,가트몬 캡슐진화 (빛) #shorts,펭수,0:37,2023-03-24,오후 11:50,1,Film & Animation,1.0,kjaehw0207
155,이장부부의 연애사,어린악어,8:29,2023-03-24,오후 11:45,1,Film & Animation,1.0,kjaehw0207
156,센쥬 하시라마 세포의 효능,픽스공,8:22,2023-03-24,오후 11:40,1,Film & Animation,0.67,kjaehw0207
157,[메똥꼬쇼] 해외 메이플에서 가장 인기 없는 직업. '제트' 제가 대신 해보겠습니다.,모아요,13:13,2023-03-24,오후 1:24,20,Gaming,0.18,kjaehw0207
158,쵸비 리산드라 vs 페이커 르블랑,쵸비상 - Chovy Fan Archive,11:28,2023-03-24,오후 1:17,20,Gaming,0.56,kjaehw0207
159,[나루토] 아카츠키를 알아보자.,어린악어,10:29,2023-03-24,오후 1:08,1,Film & Animation,1.0,kjaehw0207
160,파라오 새로운 시대: 계획대로  [알렉산드리아 마지막편],미스매니저,33:08,2023-03-24,오후 1:08,20,Gaming,0.1,kjaehw0207
161,[호그와트 레거시 초대박] 은 해리포터 덕들의 집안잔치일까?,김성회의 G식백과,16:40,2023-03-24,오후 1:07,20,Gaming,0.1,kjaehw0207
162,디지몬 극장판  ﻿'우리들의 워게임' 속 비밀들,화틱,4:10,2023-03-24,오후 1:02,1,Film & Animation,1.0,kjaehw0207
163,【패치】 밀리오 핫픽스 패치 적용 / 유미 패시브 또 변경,THIRD[롤 백과사전],1:31,2023-03-24,오후 1:01,20,Gaming,1.0,kjaehw0207
164,Mind Bender - Twister Coaster (RCT Classic),w8erbahn,0:52,2023-03-24,오전 9:57,10,Music,1.0,kjaehw0207
165,Launched Kiddie Coaster (RCT Classic),w8erbahn,1:04,2023-03-24,오전 9:56,10,Music,1.0,kjaehw0207
166,나루토는 사스케집에 갔다.나루토는 구미여우와 가마분타를 만났다,norika chan,11:45,2023-03-24,오전 9:50,22,People & Blogs,0.8,kjaehw0207
167,무한 츠쿠요미,도부,1:41,2023-03-24,오전 9:49,20,Gaming,1.0,kjaehw0207
168,"Bleach |  [ 나루토 명장면 ] 나루토 사스케 VS 마다라 무한 츠쿠요미 , 차크라가 없는 꿈의 환술에 걸리다",Uver,3:11,2023-03-24,오전 9:48,22,People & Blogs,0.59,kjaehw0207
169,나루토 히나타 성격이 사쿠라처럼 된다면,Aleh Syucay Как я стал инвестором,2:23,2023-03-24,오전 9:48,22,People & Blogs,1.0,kjaehw0207
170,"나루토 이노를 빼앗으려고하는 사스케, 사이",자막.,0:16,2023-03-24,오전 9:47,22,People & Blogs,1.0,kjaehw0207
171,"평타 4단 강화, 물리+마법피해 흡혈하는 괴물 탄생 ㅋㅋㅋ 토르 볼리베어 [테스터훈 뉴메타]",테스터훈 마이너스,10:10,2023-03-24,오전 9:47,20,Gaming,0.1,kjaehw0207
172,크랩몬 진화 #shorts,펭수,0:08,2023-03-24,오전 9:47,1,Film & Animation,1.0,kjaehw0207
173,【롤 이슈】 유저들 몰래 공지사항을 바꾸다 걸린 라이엇..? / 공식 해명문까지,THIRD[롤 백과사전],1:59,2023-03-24,오전 9:45,20,Gaming,1.0,kjaehw0207
174,🔥KT LSB 플옵 리뷰 + 선수 평점 최초 도입🔥 (ft.왜냐맨),[꿀템TV] 클템 유튜브,54:14,2023-03-23,오후 11:08,20,Gaming,0.1,kjaehw0207
175,8가지 스택을 쌓는 무적 베이가 ㅋㅋㅋ [테스터훈 뉴메타],테스터훈 마이너스,10:17,2023-03-23,오후 10:56,20,Gaming,1.0,kjaehw0207
176,미나토가 전쟁터에 도착한다. 모든 호카게는 미나토가 가장 빠른 닌자라는 것을 깨닫는다,Ashura Uchiha,18:44,2023-03-23,오후 8:00,22,People & Blogs,1.0,kjaehw0207
177,사스케는 4카게를 소생시키고 전쟁에 참여합니다. 사스케는 호카게에게 질문을 한다.,Ashura Uchiha,21:24,2023-03-23,오후 7:50,22,People & Blogs,1.0,kjaehw0207
178,나루토 선대 호카케들의 부활 feat.예토전생술 오로치마루,balo balo,0:30,2023-03-23,오후 7:49,1,Film & Animation,1.0,kjaehw0207
