,title,channel,running_time,watch_date,watch_time,category_id,category_title,watched (%),account
34,흰색 소음기 전용 제트기 - 수면 또는 비행기 안에서 공부하는 비행기 소리 - 10 시간 동안 비행기 소음,Rain in the forest숲속의 비소리 새소리,10:00:01,2023-02-12,오후 3:31,10,Music,0.1,woghks.study
35,"[자막뉴스] ""주문하면 바로 드립니다"" 치열한 배송 경쟁에 결국... / YTN", YTN,2:13,2023-02-12,오후 2:56,25,News & Politics,1.0,woghks.study
36,"""카공족, 이렇게까지 당해봤다"" 카페 업주 하소연 줄줄이 / SBS / 실시간 e뉴스",SBS 뉴스,1:17,2023-02-12,오후 2:53,25,News & Politics,1.0,woghks.study
37,‘해커톤’ 대신 ‘경험톤’ 여는 어도비! 직원은 경험 제작자다~,티타임즈TV,15:37,2023-02-12,오후 2:46,22,People & Blogs,0.18,woghks.study
38,유투브 영상의 정보를 조회하기 위해 필요한 YOUTUBE API-KEY를 만들어보자,krakatoa 1883,2:01,2023-02-12,오후 2:02,28,Science & Technology,1.0,woghks.study
39,API 기초개념 잡아드림. 5분 순삭.,노마드 코더 Nomad Coders,4:32,2023-02-12,오후 1:59,27,Education,1.0,woghks.study
40,5분만에 제대로 설계하는 ⭐️ REST API,노마드 코더 Nomad Coders,5:16,2023-02-12,오후 1:56,27,Education,1.0,woghks.study
41,YouTube Data API Tutorial - Search for Videos,Anson the Developer,11:34,2023-02-12,오후 1:37,26,Howto & Style,0.35,woghks.study
42,'이거' 안 바꾸면 아무리 노력해도 인생 안 바뀝니다.,북토크,11:31,2023-02-12,오후 12:54,22,People & Blogs,1.0,woghks.study
43,와..미친 개꿀빠는 영화 유튜버 지무비 월수익 매쳤다. 월 100억???,"라이프해커,자청",15:54,2023-02-12,오후 12:54,26,Howto & Style,0.5,woghks.study
44,[한눈에 이슈] '요즘 누가 검색을 하니?'...구글의 충격적인 미래 현실로 / KBS  2023.02.11.,KBS News,24:35,2023-02-11,오후 1:18,25,News & Politics,0.76,woghks.study
45,[아고라스쿨] 의료기기 인허가 프로세스에 대해서 알아보자!,보건산업혁신창업센터 KBIC,14:55,2023-02-11,오전 11:27,26,Howto & Style,0.6,woghks.study
46,챗 GPT 열풍! 인공지능(AI) 관련주 어떻게 될까,황현희 - 조사하면 돈 나와,12:58,2023-02-11,오전 8:36,26,Howto & Style,0.85,woghks.study
47,죄송합니다...,도레,7:55,2023-02-11,오전 8:33,28,Science & Technology,0.81,woghks.study
48,현직자가 말하는 요즘 신입사원 나이?,캐치TV,3:28,2023-02-10,오후 11:50,27,Education,0.19,woghks.study
49,IT취업공식 1편 (IT에서 취업활동하다 인생꼬이는 사례),스칼라의 IT직업충전소,11:18,2023-02-10,오후 11:46,26,Howto & Style,0.63,woghks.study
50,아니 이 회사는 왜 아무것도 안하냐 ㅋㅋ SNL코리아,쇼츠 다나와,0:59,2023-02-10,오후 11:45,24,Entertainment,1.0,woghks.study
51,공자ㅣ사람을 보는 9가지 지혜ㅣ삶의 지혜,MB MOTIVATION,7:58,2023-02-10,오후 11:42,15,Pets & Animals,0.86,woghks.study
52,취준 상황별 취준생이 지금 해야 하는 것,면접왕 이형,8:19,2023-02-10,오후 11:39,26,Howto & Style,0.69,woghks.study
53,30대라면 보지 마세요. 이미 늦었습니다,김달,19:21,2023-02-10,오후 11:27,24,Entertainment,1.0,woghks.study
54,몇 번 자고 나면 끝날 관계,김달,8:22,2023-02-10,오후 11:27,24,Entertainment,0.1,woghks.study
55,브리온 vs. 한화생명 | 매치35 하이라이트 | 02.10 | 2023 LCK 스프링 스플릿,LCK,37:21,2023-02-10,오후 9:29,20,Gaming,1.0,woghks.study
56,"단돈 10억으로 스데미돌이 만들기 [메이플스토리, 페이지]",페이지,8:56,2023-02-10,오후 9:23,20,Gaming,1.0,woghks.study
57,회사에 불만은 있지만 뭘 하고 싶은지 모르는 당신에게 I 구글 UX 리드 김은주,EO 이오,15:32,2023-02-10,오후 7:33,27,Education,1.0,woghks.study
58,"오빠, 오빠, 오빠 블루있어? | 브리온 vs. 한화생명 게임2 하이라이트 | 02.10 | 2023 LCK 스프링 스플릿",LCK,7:12,2023-02-10,오후 7:26,20,Gaming,1.0,woghks.study
59,롤 이스포츠가 머저리 같은 이유,누긍,8:33,2023-02-10,오후 7:17,20,Gaming,1.0,woghks.study
60,비전공자 예체능 출신 개발자 취업 준비 /  30살 중고신입 취준일기,AND (ft.인싸담당자),5:35,2023-02-10,오후 7:17,26,Howto & Style,1.0,woghks.study
61,조금 치는 샤코 서폿을 만나다,괴물쥐 유튜브,16:01,2023-02-10,오후 7:05,20,Gaming,0.43,woghks.study
62,[LPL룰러]룰러한테 제리를 풀어준 평범한 결과(중국반응),어웨이,2:13,2023-02-10,오후 7:03,20,Gaming,0.4,woghks.study
63,리마스터 씨맥이 기대된다는 쵸비,쵸비상 - Chovy Fan Archive,1:19,2023-02-10,오후 7:01,20,Gaming,1.0,woghks.study
64,케리아: POG는 내꺼니깐 펜타는 줄게 ㅋ [T1 vs BRO],플레임[이호종],23:17,2023-02-10,오후 6:42,20,Gaming,0.65,woghks.study
65,뚫어 김태민~! | 브리온 vs. 한화생명 게임1 하이라이트 | 02.10 | 2023 LCK 스프링 스플릿,LCK,7:19,2023-02-10,오후 6:34,20,Gaming,1.0,woghks.study
66,케리아의 바텀 해체 분석 | 리뷰데스크 Ep.3,LCK,6:31,2023-02-10,오후 6:32,20,Gaming,0.17,woghks.study
67,회사에서 승진을 하는 게 좋은걸까,퇴사한 이형,14:00,2023-02-10,오후 6:18,26,Howto & Style,1.0,woghks.study
68,"대학 중퇴 후 창업, 11년을 버티며 빛을 본 지금에야 깨달은 것 | Allo 홍용남",EO 이오,13:59,2023-02-07,오전 10:39,27,Education,0.76,woghks.study
69,"""인사팀에서 연락하더니 갑자기""...요즘 업계 상황 / 스브스뉴스",스브스뉴스 SUBUSUNEWS,4:18,2023-02-07,오전 12:57,25,News & Politics,0.27,woghks.study
70,[자막뉴스] 막 나가는 10대들...파티룸 열자 '기절초풍' 장면 / YTN, YTN,2:13,2023-02-07,오전 12:14,25,News & Politics,0.47,woghks.study
71,[자막뉴스] 중년 생각하면 '막막'…잘 다니던 학교 관두는 한국의 인재들 / JTBC News,JTBC News,1:54,2023-02-07,오전 12:14,25,News & Politics,1.0,woghks.study
72,모자란다고 흐즈므르... 국민연금 고갈되면 MZ세대는 정말 연금을 못 받는 겁니까... / 비디오머그,비디오머그 - VIDEOMUG,2:59,2023-02-07,오전 12:13,25,News & Politics,0.1,woghks.study
73,"[VLOG]직장인 브이로그(드디어 첫출근/매일매일 언박싱/롱부츠, 올리브영, 쿠팡, 조말론/가락시장 회식/잘 먹고 잘 노는 직장인)",수랑 soorang,8:02,2023-02-06,오후 11:01,22,People & Blogs,0.79,woghks.study
74,스타포스 개선이 필요 없는 이유 ㄷㄷ,밍밍츄츄,3:01,2023-02-06,오후 11:00,20,Gaming,0.42,woghks.study
75,나초 오빠 ❤,나초,8:41,2023-02-06,오후 10:59,20,Gaming,0.23,woghks.study
76,#rtx2080  vs #rtx4080  2세대만에 얼마나 좋아졌나?,민티저,11:32,2023-02-06,오후 10:58,28,Science & Technology,0.83,woghks.study
77,Data Analyst | Data Analyst Course | Data Analytics | Data Analytics Full Course 2022 | Simplilearn,Simplilearn,10:31:01,2023-02-06,오후 10:57,27,Education,0.68,woghks.study
78,[자막뉴스] 급한 불 끄려다 '직격탄'…도심 한복판 결국 이렇게 변했다 / JTBC News,JTBC News,4:07,2023-02-06,오후 10:54,25,News & Politics,1.0,woghks.study
79,“이건 뭐 사중고예요”…벼랑 끝의 대한민국 농가 [9시 뉴스] / KBS  2023.02.06.,KBS News,2:18,2023-02-06,오후 10:51,25,News & Politics,1.0,woghks.study
80,다시는 파란 대머리를 무시하지 마라.. [Faker Stream Highlight],T1 Faker,6:03,2023-02-06,오후 10:46,20,Gaming,1.0,woghks.study
81,e스포츠 토토 도입 찬반논쟁: 살길이냐 죽을길이냐,김성회의 G식백과,8:12,2023-02-06,오후 9:59,20,Gaming,0.38,woghks.study
82,"[자막뉴스] 돌아온 영업시간에 화난 은행원들 ""회사 고소할 것"" / YTN", YTN,2:08,2023-02-06,오후 9:56,25,News & Politics,0.25,woghks.study
83,"""선생님 되려면 5~6년 공부해야""...'교전원' 도입 속도 / YTN", YTN,2:50,2023-02-06,오후 9:52,25,News & Politics,0.1,woghks.study
84,공부법탐구 ② / 공부에 대한 공부 1부 (2014.07.08 방송)  [KBS시사 BACK],KBS시사,48:33,2023-02-06,오후 9:52,25,News & Politics,0.1,woghks.study
85,신입 가능? 인센티브는? 근무 시간은? 요기요 신규 가맹점 영업 A to Z,위대한상상 (요기요),8:21,2023-02-06,오후 9:14,29,Nonprofits & Activism,0.85,woghks.study
86,주니어플라톤 교사용(한솔교육),platon15881185,7:52,2023-02-06,오후 9:12,27,Education,0.25,woghks.study
87,Ep(194) Data Engineer 로드맵 톺아보기2,데이터홀릭,1:00:04,2023-02-06,오후 8:55,28,Science & Technology,0.87,woghks.study
88,취업준비생이라면 반드시 거쳐야 하는 취업 준비의 6가지 계단,AND (ft.인싸담당자),8:17,2023-02-06,오후 4:54,26,Howto & Style,1.0,woghks.study
89,취준생 실수 TOP 3 | 취준생들이 처음에 가장 많이 하는 실수 3가지 [취린이 튜토리얼],AND (ft.인싸담당자),10:51,2023-02-06,오후 4:41,26,Howto & Style,0.46,woghks.study
90,1월 소비자물가 5.2%↑…전기·가스요금 역대 최대폭 급등/여전한 고물가에 경기 둔화 우려/[뉴스정주행] 2023년 2월 3일(금)/KBS,KBS News,34:04,2023-02-06,오후 1:46,25,News & Politics,0.22,woghks.study
91,대학 등록금도 오른다 / '매달 88만 원'이 통장에 / '중국인 관광객' 한국 안 온다 - [생활경제]  / KBS  2023.02.06.,KBS News,2:33,2023-02-06,오후 1:43,25,News & Politics,1.0,woghks.study
92,데이터 분석가는 유튜브 알고리즘을 예측할 수 있을까?,메타코드M,3:40,2023-02-06,오후 1:34,27,Education,1.0,woghks.study
93,2월에 절대 놓치면 안 되는 것,면접왕 이형,5:19,2023-02-06,오전 9:33,26,Howto & Style,1.0,woghks.study
94,"""게임, 하지 마세요"" 성공한 부자들이 게임을 하지 않는 이유",하면 늘고 늘면 하고 - 우상향 라이프,5:42,2023-02-05,오후 8:29,27,Education,1.0,woghks.study
95,시계열 데이터 분석 기초 Part.1 #Python #파이썬,데이터 스테이션,19:52,2023-02-05,오후 6:47,28,Science & Technology,0.1,woghks.study
96,"[바비톡X다나카] 성형, 병원이 수술해? 의사가 수술해!",바비톡 - Babitalk,0:31,2023-02-05,오후 5:53,24,Entertainment,1.0,woghks.study
97,"[바비톡X다나카] 성형, 피부시술 전 가격비교!",바비톡 - Babitalk,0:31,2023-02-05,오후 5:52,24,Entertainment,1.0,woghks.study
98,현타오고 한국말 튀어나온 다나카,즐길거리 ,0:57,2023-02-05,오후 5:52,22,People & Blogs,0.1,woghks.study
99,[Playlist] 틀어놓으면 첫곡부터 극락가는 K-POP 노래모음 플레이리스트 | 케이팝 노동요 & 매장음악 플레이리스트,핑프,2:33:13,2023-02-05,오후 1:46,10,Music,0.42,woghks.study
100,OneRepublic - I Ain’t Worried (From “Top Gun: Maverick”) [Official Music Video],OneRepublicVEVO,2:35,2023-02-05,오후 1:43,10,Music,1.0,woghks.study
101,OneRepublic - I Ain’t Worried (Acoustic) [Official Audio],OneRepublicVEVO,2:30,2023-02-05,오후 1:43,10,Music,1.0,woghks.study
102,Yeseul interview INFJ 1920 1080,스픽 - Speak,0:53,2023-02-05,오전 12:34,27,Education,1.0,woghks.study
103,이직해서 절대 하면 안되는 것,퇴사한 이형,12:32,2023-02-05,오전 12:09,26,Howto & Style,0.8,woghks.study
104,원조의 품격 | 농심 vs. T1 게임2 하이라이트 | 02.04 | 2023 LCK 스프링 스플릿,LCK,11:43,2023-02-04,오후 9:33,20,Gaming,1.0,woghks.study
105,AI가 견적낸 컴퓨터를 조립해봤는데.. 갓성비 실화입니까?!ㄷㄷ 'ChatGPT로 컴퓨터 견적 내보기',도레,9:05,2023-02-04,오후 9:26,28,Science & Technology,1.0,woghks.study
106,초가스 키우기 | 디알엑스 vs. 한화생명 게임1 하이라이트 | 02.04 | 2023 LCK 스프링 스플릿,LCK,12:33,2023-02-04,오후 8:19,20,Gaming,0.49,woghks.study
107,신궁 | 농심 vs. T1 게임1 하이라이트 | 02.04 | 2023 LCK 스프링 스플릿,LCK,9:38,2023-02-04,오후 8:10,20,Gaming,1.0,woghks.study
108,"[스티브 잡스] A급 인재와 B급, C급 직원의 차이 (한영 자막)",Project스노우볼,7:27,2023-02-04,오후 8:02,24,Entertainment,1.0,woghks.study
109,Crimson Raptor Champion Spotlight | Parody - League of Legends,Layvee,9:45,2023-02-04,오전 1:58,20,Gaming,0.12,woghks.study
110,젠지 vs. 리브 샌박 | 매치26 하이라이트 | 02.03 | 2023 LCK 스프링 스플릿,LCK,45:49,2023-02-04,오전 12:54,20,Gaming,0.42,woghks.study
111,KT vs. 광동 | 매치25 하이라이트 | 02.03 | 2023 LCK 스프링 스플릿,LCK,26:07,2023-02-04,오전 12:53,20,Gaming,0.76,woghks.study
112,"솔직히, 연봉 얼마 받으세요? 직무, 연차별 현실 연봉 | ①광화문",캐치TV,4:48,2023-02-03,오전 11:46,27,Education,1.0,woghks.study
113,갤S23 출시됐지만…값비싼 신제품 대신 중고 인기 / KBS  2023.02.03.,KBS News,2:12,2023-02-03,오전 11:43,25,News & Politics,1.0,woghks.study
114,이직을 성공할 수 밖에 없는 방법,면접왕 이형,10:57,2023-02-03,오전 11:36,26,Howto & Style,0.73,woghks.study
115,"[퍼센트] 명품 소비 자극한 '불평등'…MZ 69.5% ""계층 이동 힘들 것"" / JTBC 뉴스룸",JTBC News,4:00,2023-02-03,오전 11:31,25,News & Politics,1.0,woghks.study
116,"코딩공부 작심삼일 실패하는 이유 (파이썬,C언어 먼저하면 망함) 부트캠프 강사가 알려주는 코딩 공부법, 코딩 독학하는 이들을 위한 영상",코딩알려주는누나,2:23,2023-02-03,오전 2:00,27,Education,0.1,woghks.study
117,회사에서 오지랖이 필요할까,퇴사한 이형,8:07,2023-02-02,오후 11:23,26,Howto & Style,1.0,woghks.study
118,구마유시 기강잡는 페이커 (feat. 페초리),Faker fan TV,1:33,2023-02-02,오후 11:23,20,Gaming,0.32,woghks.study
119,포병지에 이은 포까뮤,글자네 YouTube,0:30,2023-02-02,오후 10:32,20,Gaming,1.0,woghks.study
120,불만족스러운 걸 삶에 들이지 마세요,말많은소녀,10:31,2023-02-02,오후 10:17,27,Education,1.0,woghks.study
121,두 달만에 전세계가 놀랐다…챗GPT의 위력 - [AI의 습격]① / KBS 2023.02.02.,KBS News,3:00,2023-02-02,오후 10:16,25,News & Politics,1.0,woghks.study
122,[자막뉴스] 핵에 버금가는 위력...'괴물 미사일' 뭐길래?! / YTN, YTN,1:39,2023-02-02,오후 10:14,25,News & Politics,1.0,woghks.study
123,"[자막뉴스] ""한국 핵무장, 전 세계 소프트파워 파괴"" 강력한 경고 / YTN", YTN,2:32,2023-02-02,오후 10:10,25,News & Politics,1.0,woghks.study
124,"대통령마저 언급한 '한국 핵 보유론'…세계 석학들 ""공멸의 길""｜세 개의 전쟁 1부 / JTBC News",JTBC News,6:50,2023-02-02,오후 10:06,25,News & Politics,0.42,woghks.study
125,[최신용산뉴스] SSD 불난 소식! 그리고... 디아블로4를 준비하는 PC라니!!! | 용팔이 훈련소,용팔이 훈련소,10:39,2023-02-02,오후 9:58,28,Science & Technology,1.0,woghks.study
126,블로그 저품질 뽀개기 by 그릿지선 블로그강사,그릿지선,10:00,2023-02-02,오후 5:54,2,Autos & Vehicles,1.0,woghks.study
127,결혼하고 싶으면 제발 이렇게 연애하지 마세요,김달,8:18,2023-02-02,오후 5:46,24,Entertainment,1.0,woghks.study
128,무조건 상반기에 합격하려면 지금 해야 하는 것,면접왕 이형,8:39,2023-02-02,오후 5:37,26,Howto & Style,0.58,woghks.study
129,"취업 공백기의 모든 것 | 공무원 준비, 스펙, 계속되는 불합격",면접왕 이형,1:12:21,2023-02-02,오후 5:36,26,Howto & Style,0.1,woghks.study
130,"식물과 대화하는 세상, 초소형 식물센서, ""텔로팜""",SBA서울R&D지원센터,3:22,2023-02-02,오후 4:13,24,Entertainment,0.19,woghks.study
131,"총무, 경력에 도움이 될까?",잡플래닛-Jobplanet,10:29,2023-02-02,오후 1:07,24,Entertainment,1.0,woghks.study
132,상반기에 합격하려면 자소서에 꼭 넣어야 하는 것,면접왕 이형,9:47,2023-02-02,오후 12:29,26,Howto & Style,1.0,woghks.study
133,직장은 꼬박꼬박 다니지만 돈이 모이지 않는 사람들의 특징,현대표(노아AI),11:42,2023-02-01,오후 7:56,22,People & Blogs,0.87,woghks.study
134,DRX vs. EDG 매치 하이라이트 | Quarter Finals | 10.24 | 2022 월드 챔피언십,LCK,1:19:36,2023-02-01,오후 7:56,20,Gaming,0.1,woghks.study
135,리브 샌박 vs. 농심 | 매치21 하이라이트 | 02.01 | 2023 LCK 스프링 스플릿,LCK,26:37,2023-02-01,오후 7:48,20,Gaming,0.81,woghks.study
136,"내 삶의 주도권을 쥐는 진짜 공부 | 최하은 '합격공식' 저자, 연세대 철학과 재학생 | #공부 #불량육아 #하은맘 | 세바시 1621회",세바시 강연 Sebasi Talk,14:57,2023-02-01,오후 6:45,27,Education,0.8,woghks.study
137,EP.09 경력단절 NO! 자기계발 OK! 직원 복지에 진심인 기업의 조건! l 굿잡스 데이터클립,AND (ft.인싸담당자),14:43,2023-02-01,오후 6:38,26,Howto & Style,1.0,woghks.study
138,[멤버십 10분 미리보기] 식량위기에서 살아남는 법ㅣ서울대학교 농업생명과학대학 남재철 교수,서가명강,9:46,2023-02-01,오후 6:34,27,Education,1.0,woghks.study
139,하루 수익 13억 미친 대 생성AI 버블 시대의 개막,조코딩 JoCoding,8:58,2023-02-01,오후 6:22,27,Education,1.0,woghks.study
140,2022년에 취업한 데이터 분석가들의 취준 꿀팁! [2023 월간 데이터리안 세미나 미리보기],데이터리안 Datarian,2:45,2023-02-01,오후 6:15,27,Education,1.0,woghks.study
141,백엔드의 종말 등 최신 AI 뉴스와 인간에게 남은 역할,조코딩 JoCoding,8:23,2023-02-01,오후 6:05,27,Education,1.0,woghks.study
142,[EBS 뉴스브릿지] 조용한 퇴직에 이어 '분노의 구직' 이 온다 #분노의구직 #조용한퇴직 #Rage_Applying,이민영TV _Dr.HRD,10:25,2023-02-01,오후 6:05,27,Education,0.1,woghks.study
143,(주)텔로팜 부스 소개 [2022 대한민국 농업박람회 현장],2022 대한민국 농업박람회,2:09,2023-02-01,오후 3:41,27,Education,1.0,woghks.study
144,29세 프리랜서 조구현..,구현몬,8:52,2023-02-01,오후 3:10,22,People & Blogs,0.1,woghks.study
145,뭘 많이 하긴했는데 남는 게 없어요,면접왕 이형,20:04,2023-02-01,오후 3:06,26,Howto & Style,1.0,woghks.study
146,자기소개서부터 면접까지 한방에 끝내는 방법 (feat. 사례),면접왕 이형,15:22,2023-02-01,오후 3:06,26,Howto & Style,0.1,woghks.study
147,하반기에 자소서 합격하려면 꼭 알아야 하는 것,면접왕 이형,1:45:58,2023-02-01,오후 3:06,26,Howto & Style,0.1,woghks.study
148,영상 보고 꼭 점검하자! 취준생들이 가장 많이 하는 착각!! [취린이 튜토리얼],AND (ft.인싸담당자),4:38,2023-02-01,오후 2:45,27,Education,1.0,woghks.study
149,대기업 직장인의 MZ세대 체험기,몽과장,21:03,2023-02-01,오후 2:32,26,Howto & Style,0.32,woghks.study
150,데이터 기반으로 고객경험을 설계하라! DCX 강좌 오픈,티타임즈TV,2:13,2023-02-01,오후 2:31,28,Science & Technology,0.1,woghks.study
151,현재 롤이 케리아 메타가 된 이유,플레임[이호종],8:14,2023-02-01,오후 2:24,20,Gaming,1.0,woghks.study
152,"【롤】 프로가 말하는 딜포터 ( + 유행 이유, 서폿 아이템 너프 필요)",THIRD[롤 백과사전],2:33,2023-02-01,오후 1:38,20,Gaming,1.0,woghks.study
153,【패치노트】 카사딘 사망/크산테 사망/돌아온 정글/서폿 대격변 (+13.3 패치),THIRD[롤 백과사전],2:30,2023-02-01,오후 1:35,20,Gaming,1.0,woghks.study
154,광희의 미덕 | 광동 vs. 디알엑스 게임2 하이라이트 | 01.29 | 2023 LCK 스프링 스플릿,LCK,7:46,2023-02-01,오후 1:27,20,Gaming,1.0,woghks.study
155,사냥 개시 | 광동 vs. 디알엑스 게임1 하이라이트 | 01.29 | 2023 LCK 스프링 스플릿,LCK,11:07,2023-02-01,오후 1:14,20,Gaming,1.0,woghks.study
156,경제적 자유를 위한 최소한의 마인드셋 1시간 동기부여 마인드셋 오디오북 (2/4),동기부여학과 : 매일 듣는 성공 마인드 셋,1:40:04,2023-02-01,오전 10:06,27,Education,0.1,woghks.study
157,"가난한 사람은 모르지만, 부자들은 꼭 지키는 습관! (동기부여, 부자되는법, 경제적자유, 성공습관, 데일리리포트, 타이탄의도구들, 팀페리스, PDS 다이어리, 긍정확언)",자본가 마인드셋,8:11,2023-02-01,오전 9:55,22,People & Blogs,1.0,woghks.study
158,취업준비 즐겁게 하는 방법 3가지 알려드리겠습니다 [취린이 튜토리얼],AND (ft.인싸담당자),8:10,2023-02-01,오전 9:47,27,Education,1.0,woghks.study
159,롤을 하기 위해 산을 탔습니다. 북악산의 페이커 & HP 미니PC  | 용팔이 훈련소,용팔이 훈련소,20:21,2023-01-31,오후 8:24,28,Science & Technology,1.0,woghks.study
160,NS vs BRO - HLE vs KT | 2023 LCK CL 스프링 스플릿,LCK CL,6:11:59,2023-01-31,오후 8:22,20,Gaming,0.0,woghks.study
161,이번엔 정말 위험? 구글 발칵 뒤집은 AI의 등장,소수몽키,16:43,2023-01-31,오후 8:05,27,Education,1.0,woghks.study
162,"[자막뉴스] '이 숙제를 누가 했다고?'...충격받은 구글 ""직원 소집"" / YTN", YTN,2:03,2023-01-31,오후 8:03,25,News & Politics,1.0,woghks.study
